Clinic,street1,street2,city,state,zip,county,phone,website,lat,lon,treatment
"Dr.PaulMitchellSpector,D.O.",7329 Boulders View Lane,NA,North Chesterfield,VA,23225,CHESTERFIELD,804-320-8570,,37.5132,-77.5308,BUPREN
"Dr.Pelin Duzenli,M.D.",12420 Warwick Boulevard,"Building 7, Suite C",Newport News,VA,23606,NEWPORT NEWS CITY,757-595-3900,,37.0699,-76.4926,BUPREN
"Dr.Peter Breslin,M.D.",3974 Springfield Rd,Suite A,Glen Allen,VA,23060,RICHMOND CITY,703-786-7253,,37.6021,-77.5078,BUPREN
"Dr.PhilipGeorgeSchlobohm,M.D.",Riverside Behavioral Health Ctr OP Svcs,2244 Executive Drive,Hampton,VA,23666,HAMPTON CITY,757-315-3670,,37.0538,-76.396,BUPREN
"Dr.RahelG.Yirga,M.D.",44125 Woodridge Parkway,Suite 220,Leesburg,VA,20176,LOUDOUN,703-539-6002,,39.0774,-77.472,BUPREN
"Dr.RahulPramodWadnerkar,MD",2300 E Parham Road,NA,Richmond,VA,23228,HENRICO,804-264-7808,,37.6399,-77.4921,BUPREN
"Dr.RakeshK.Shah, ",207 North 4th Avenue,NA,Hopewell,VA,23860,HOPEWELL CITY,804-541-0918,,37.3032,-77.2907,BUPREN
"Dr.RameshB.Koduri, ",269 Medical Park Boulevard,NA,Petersburg,VA,23805,PETERSBURG CITY,804-861-0700,,37.1889,-77.3638,BUPREN
"Dr.RamiRZanoun,MD",2006 Bremo Road,Suite 101,Glen Allen,VA,23226,HENRICO,804-288-1881,,37.6675,-77.5785,BUPREN
"Dr.Raphael Mbachu,M.D.",5999 Stevenson Avenue,Suite 401,Alexandria,VA,22314,ALEXANDRIA CITY,202-294-5278,,38.8133,-77.1365,BUPREN
"Dr.RashidM.Khan,M.D.",14416 JEFFERSON DAVIS HWY,SUITE 7B,WOODBRIDGE,VA,22191,PRINCE WILLIAM,301-203-8194,,38.6402,-77.2686,BUPREN
"Dr.Rauf Cheema,M.D.",1812 West Plaza Drive,NA,Winchester,VA,22601,WINCHESTER CITY,540-667-1226,,39.1685,-78.1725,BUPREN
"Dr.Rauf Cheema,M.D.",21145 Whitfield Place,Suite 105,Sterling,VA,20165,LOUDOUN,703-606-1133,,39.0327,-77.3957,BUPREN
"Dr.RaymondGerardDecker,M.D.",13911 St Francis Blvd,Suite 101,Midlothian,VA,23114,CHESTERFIELD,804-320-3999,,37.4665,-77.6627,BUPREN
"Dr.Raymond Iglecia,M.D.",Chesapeake Medical Institute,"300 Medical Parkway, Suite 116",Chesapeake,VA,23320,CHESAPEAKE CITY,757-547-2472,,36.7447,-76.2485,BUPREN
"Dr.Renuka Evani,M.D.",6801 Lucy Corr CT,NA,N. Chesterfield,VA,23832,CHESTERFIELD,,,37.3823,-77.506,BUPREN
"Dr.Renuka Evani,M.D.",Chesterfield Mental Health CSB,NA,Northern Chesterfield,VA,23832,CHESTERFIELD,804-768-7215,,37.3823,-77.506,BUPREN
"Dr.RheaNishitaMehra,M.D","Dr Rhea Nishita Mehra, MD","46396 Benedict  Drive, Suite # 310",Sterling,VA,20164,LOUDOUN,703-774-3234,,39.0254,-77.3941,BUPREN
"Dr.RiazUddinRiaz,M.D.",20 Walnut Street,NA,Roanoke,VA,24016,ROANOKE CITY,540-344-3400,,37.2611,-79.9426,BUPREN
"Dr.RicardoAdrianRius,MD",8221 Willow Oaks Corporate Drive,NA,Merrifield,VA,22031,FAIRFAX,703-207-7881,,38.8637,-77.234,BUPREN
"Dr.RichardAnthonyCampana,Sr.,M.D.",First Med Inc.,312 2nd Street,Williamsburg,VA,23185,WILLIAMSBURG CITY,757-229-4141,,37.2741,-76.6833,BUPREN
"Dr.RichardAnthonyDeblasi, ",American Addiction Centers Sunrise,37 Sunset Inn Road,Lafayette,NJ,7848,SUSSEX,207-624-4657,,38.8599,-77.2262,BUPREN
"Dr.RichardLamontClaytor,Jr.,M.D.",1625 Franklin Street,NA,Rocky Mount,VA,24151,FRANKLIN,844-543-9362,,36.9897,-79.9087,BUPREN
"Dr.RichardLeeManolio,MD",3104 Celbridge Court,NA,Virginia Beach,VA,23452,VIRGINIA BEACH CITY,757-486-7005,,36.8634,-76.0817,BUPREN
"Dr.RichardRyanTruxillo, ",2145 Mt Pleasant Boulevard,NA,Roanoke,VA,24014,ROANOKE CITY,540-427-9200,,37.2502,-79.9156,BUPREN
"Dr.Ritu Chahil-Miglani,MD",9518 C Lee Highway,NA,Fairfax,VA,22031,FAIRFAX,703-477-9431,,38.8679,-77.2732,BUPREN
"Dr.RizwanA.Malik,M.D.",Biogenomic Medicine Institute,"45189 Research Place, Suite 140",Ashburn,VA,20147,LOUDOUN,571-442-8872,,39.0512,-77.4358,BUPREN
"Dr.RobertBHansen,MD",6275 E. Virginia Beach Boulevard,Suite 303,Norfolk,VA,23502,NORFOLK CITY,757-620-9731,,36.8539,-76.1898,BUPREN
"Dr.RobertEugeneO'Connor,MD","1335 Lee Street, Suite 2262",Department of Emergency Medicine; University of Virginia,Charlottesville,VA,22908,ALBEMARLE,434-242-4995,,38.0312,-78.4988,BUPREN
"Dr.Robert Houston,MD",Inspiration Health Addiction Treatment Center,1711 Church St. Suite B,Norfolk,VA,23504,,757-590-4428,,36.8635,-76.2799,BUPREN
"Dr.RobertJamesYoung,M.D.",2609 Sheffield Drive,Suite 100,Blacksburg,VA,24060,MONTGOMERY,540-808-8111,,37.22,-80.4514,BUPREN
"Dr.RobertM.Wheeler,M.D.",13911 Saint Francis Boulevard,NA,Midlothian,VA,23114,CHESTERFIELD,804-320-3999,,37.4665,-77.6627,BUPREN
"Dr.ROBERTNLOWE,M.D.",2501 MARSHALL AVENUE,suite A,Newport News,VA,23607,NEWPORT NEWS CITY,757-247-3910,,37.0399,-76.404,BUPREN
"Dr.RobertRayFuller, ",81 Hospital Drive,Suite 3562,Charlottesville,VA,22908,ALBEMARLE,434-924-9700,,38.0318,-78.5007,BUPREN
"Dr.Rodolfo Cartagena,MD","E&C Counseling Services, LLCRoss Carter Boulevard",Russell Road NW,Abingdon,VA,24210,WASHINGTON,276-431-2900,,36.7125,-81.995,BUPREN
"Dr.Rodolfo Cartagena,MD",10525 Emerson Road,NA,Wise,VA,24293,WISE,276-328-2968,,36.9559,-82.5198,BUPREN
"Dr.Rohul Amin,MD","Fort Belvoir Community Hospital, Department of Behavioral Health",9300 DeWitt Loop,Fort Belvoir,VA,22060,FAIRFAX,571-231-3049,,38.7058,-77.1431,BUPREN
"Dr.RonaldL.Schubert,MD",15 Killdeer Lane,NA,Dayton,VA,22821,ROCKINGHAM,540-879-4300,,38.4082,-78.9461,BUPREN
"Dr.RonaldMarkRamus, ",VCU Medical Center Department of Ob/Gyn,1250 E. Marshall Street,Richmond,VA,23298,,804-828-8468,,37.54,-77.4297,BUPREN
"Dr.RonaldWayneToney,MD",3600 Woods Way,NA,State Farm,VA,23160,POWHATAN,804-372-4692,,37.6273,-77.8292,BUPREN
"Dr.Roopam Sood-Khandpur,MD",Department of Veteran Affairs,"100 Emancipation Boulevard, Unit 116A",Hampton,VA,23667,HAMPTON CITY,757-547-9334,,37.0148,-76.3323,BUPREN
"Dr.Rosario Nunez-Brito,MD",8303 Arlington Boulevard,Suite 205,Fairfax,VA,22031,FAIRFAX,301-537-0185,,38.8646,-77.2316,BUPREN
"Dr.RotimiA.Iluyomade,MD",8101 HINSON FARM RD,SUITE 318,ALEXANDRIA,VA,22306,FAIRFAX,1703 244-1411,,38.7369,-77.0778,BUPREN
"Dr.RudyHusamJuburi,M.D.",8301 Arlington Boulevard,Suite 100,Fairfax,VA,22031,FAIRFAX,703-849-0900,,38.865,-77.2312,BUPREN
"Dr.RussellBrickMcKelway,M.D.",1812 Plaza Drive,NA,Winchester,VA,22601,WINCHESTER CITY,540-667-1226,,39.1667,-78.1746,BUPREN
"Dr.RussellBrickMcKelway,M.D.",1 W Main ST,NA,Berryville,VA,22611,CLARKE,540-667-1230,,39.151,-77.9816,BUPREN
"Dr.RyanMatthewWhite,DO",611 McDowell Avenue NW,NA,Roanoke,VA,24016,,540-266-9200,,37.2826,-79.9493,BUPREN
"Dr.RyanWilliamHare,MD",620 John Paul Jones Circle,NA,Portsmouth,VA,23708,PORTSMOUTH CITY,757-953-6454,,36.8449,-76.3062,BUPREN
"Dr.RyanWillisIngram, ",3176 Holland Road,Suite 102,Virginia Beach,VA,23453,VIRGINIA BEACH CITY,757-368-2001,,36.7913,-76.0798,BUPREN
"Dr.SabahM.Hadi,M.D.",44355 Premier Plaza,Unit #120,Ashburn,VA,20147,LOUDOUN,703-723-5993,,39.0618,-77.4662,BUPREN
"Dr.Salim Zulfiqar,M.D.",501 N 2ND STREET,Suite 300,RICHMOND,VA,23298,HANOVER,804-828-9452,,37.6277,-77.3871,BUPREN
"Dr.Samina Zaidi,M.D.","8644 sudley rd, manassas,VA 20110","8700 sudley rd, manassas, va 20110",manassas,VA,20110,,703-369-8465,,38.7673,-77.4886,BUPREN
"Dr.SandraKayBalmoria,MD",1755 N Mecklenburg Avenue,Atlantic Community Health Center,South Hill,VA,23970,ACCOMACK,434-447-3151,,37.9654,-75.5303,BUPREN
"Dr.SebastianTakChunTong,M.D.",Mary's Center,"2333 Ontario Road, NW",Washington,DC,20009,BEDFORD,202-483-8196,,37.3356,-79.5336,BUPREN
"Dr.Seema Gupta,MD",9300 DeWitt Loop,NA,Fort Belvoir,VA,22060,FAIRFAX,571-231-2408,,38.7053,-77.1433,BUPREN
"Dr.SethClaytonThompson,MD",1662 Bonham Rd,NA,Bristol,VA,24201,WASHINGTON,276-644-9899,,36.615,-82.1246,BUPREN
"Dr.Shaveta Goyal,MD",INOVA URGENT CARE,6201 Centreville Rd #200,CENTREVILLE,VA,20121,FAIRFAX,703-830-5600,,38.829,-77.4341,BUPREN
"Dr.Shawn Kirby,DO",Savannah VA Outpatient Clinic,1170 Shawnee Street,Savannah,GA,31419,GLOUCESTER,912-920-0214,,37.4202,-76.5405,BUPREN
"Dr.ShaziaH.Farooqi,MD",301 Virginia Street,NA,Richmond,VA,23219,,804-310-6675,,37.5328,-77.4336,BUPREN
"Dr.SheelaM.Kadekar,M.D.",8550 Arlington Boulevard,Suite 300,Fairfax,VA,22031,FAIRFAX,703-402-2513,,38.8661,-77.2383,BUPREN
"Dr.SheilaMaryFurey,M.D.",7711 Kenmore Circle,NA,Richmond,VA,23225,RICHMOND CITY,804-717-5181,,37.5381,-77.5392,BUPREN
"Dr.SheilaMaryFurey,M.D.",9512 Iron Bridge Rd.,Suite 201,Chesterfield,VA,23832,CHESTERFIELD,804-717-5181,,37.3817,-77.5155,BUPREN
"Dr.Sherman Master,M.D.",2301 N. Parham Road,Suite 4,Richmond,VA,23229,HENRICO,804-332-5950,,37.6206,-77.5562,BUPREN
"Dr.ShridharV.Bhat,M.D.",110 North Robinson Street,Suite 305,Richmond,VA,23220,RICHMOND CITY,804-780-2610,,37.5196,-77.449,BUPREN
"Dr.Siddharth Arora,D.O.",4017 Williamsburg Court,Suite 100,Fairfax,VA,22032,,844-782-6963,,38.8418,-77.2818,BUPREN
"Dr.Siddharth Arora,D.O.",56104 National road,Suite 106,Bridgeport,OH,43912,BREVARD,844-782-6963,,38.8418,-77.2818,BUPREN
"Dr.Siddharth Arora,D.O.",311 Gate City Hwy,Suite F,Bristol,VA,24201,,844-782-6963,,36.598,-82.214,BUPREN
"Dr.Sofia Rizwan,M.D.",9004 FERN PARK DRIVE,SUITE A,BURKE,VA,22015,FAIRFAX,571-459-2036,,38.8739,-77.241,BUPREN
"Dr.SreeLakshmiGogineni,MD","124 Park Street, S.E.,",Suite 203,Vienna,VA,22180,FAIRFAX,703-255-6010,,38.903,-77.2614,BUPREN
"Dr.SrinivasaReddyPunyala,M.D.",207 N. 4th Avenue,NA,Hopewell,VA,23860,HOPEWELL CITY,804-514-0918,,37.3032,-77.2907,BUPREN
"Dr.Stella Bassey,M.D.",80 College Street,Suite R,Christiansburg,VA,24073,MONTGOMERY,540-204-8111,,37.1302,-80.4108,BUPREN
"Dr.StephanieLeePeglow,MD",3322 Western Branch Boulevard,Suite A,Chesapeake,VA,23321,NORFOLK CITY,757-673-3644,,36.866,-76.4134,BUPREN
"Dr.StephenCraigBrawley,MD",3640 High Street,Suite 2F,Portsmouth,VA,23707,,757-397-6344,,36.8371,-76.3492,BUPREN
"Dr.StephenJohnPopovich,MD","1510 N. 28th Street, Suite 101",NA,Richmond,VA,23223,RICHMOND CITY,804-417-0120,,37.5407,-77.4066,BUPREN
"Dr.StevenMarkFiore, ",1230 Alverser Drive,Suite 101,Midlothian,VA,23113,CHESTERFIELD,804-514-1657,,37.5092,-77.6167,BUPREN
"Dr.SudhirC.Nagaraja,D.O.",4900 Hood Drive,NA,Fredericksburg,VA,22408,SPOTSYLVANIA,540-479-1319,,38.2502,-77.5055,BUPREN
"Dr.Su Fairchild,MD",Virginia Recovery Front Royal,132 Peyton Street,Front Royal,VA,22630,WARREN,540-660-1701,,38.9188,-78.1916,BUPREN
"Dr.Su Fairchild,MD",Virginia Recovery,2251 Valley Avenue,Winchester,VA,22601,FAIRFAX,540-278-2228,,39.1611,-78.1859,BUPREN
"Dr.SyedIftikharHaiderZaidi,M.D.",3915 Chaco Road,NA,Alexandria,VA,22312,FAIRFAX,703-774-8243,,38.8378,-77.1523,BUPREN
"Dr.SyedMahtabuddinAhmed, ","621-A Emancipation Highway, Suite 101",NA,Fredericksburg,VA,22401,FREDERICKSBURG CITY,540-891-7766,,38.3101,-77.4787,BUPREN
"Dr.Talha Siddiqui,M.D.",6164 Fuller Court,NA,Alexandria,VA,22310,FAIRFAX,571-257-9426,,38.7803,-77.149,BUPREN
"Dr.Tarandeep Kaur,MD","5137 Golden Foothill Parkway, Suite 120",NA,El Dorado Hills,CA,95762,WISE,530-344-5400,,36.9042,-82.7841,BUPREN
"Dr.TeresaAnneFearsMoore,MD",508 Waterworks Road,NA,Farmville,VA,23901,CUMBERLAND,434-395-8114,,37.3239,-78.437,BUPREN
"Dr.TeresaLynneDelawter,MD",6616 Stourcliffe Lane,NA,Haymarket,VA,20169,PRINCE WILLIAM,703-257-8401,,38.8142,-77.6286,BUPREN
"Dr.TheresaHelenSimon,MD",13901 Coalfield Commons Place,Suite 102,Midlothian,VA,23114,CHESTERFIELD,804-378-0800,,37.4937,-77.6528,BUPREN
"Dr.ThomasE.Renfro,M.D.",Thomas E. Renfro Community Clinic,515 Front Street West,Coeburn,VA,24230,WISE,276-395-2389,,36.9409,-82.4856,BUPREN
"Dr.ThomasHowardMoss,M.D.",Carilion Roanoke Memorial Hospital,1906 Belleview Avenue,Roanoke,VA,24014,ROANOKE CITY,540-981-7000,,37.2516,-79.9415,BUPREN
"Dr.TimothyJHill,MD",1602 Skipwith Road,NA,Richmond,VA,23229,HENRICO,210-218-6403,,37.604,-77.5401,BUPREN
"Dr.TimothyW.Corbett,M.D.",324 Commerence Road,Suite A,Farmville,VA,23901,CUMBERLAND,434-392-9366,,37.2704,-78.4136,BUPREN
"Dr.TroyLeeReece, ",111 Town Hollow Road,NA,Cedar Bluff,VA,24210,TAZEWELL,276-963-3554,,37.0473,-81.7811,BUPREN
"Dr.TuyetNguyenAbraham,MD",VA Illiana Health Care System,1900 East Main Street,Danville,IL,61832,ROCKINGHAM,217-554-3000,,38.4336,-78.9021,BUPREN
"Dr.UzmaA.Mian,MD",Brightview Addiction Treatment Center,4899 Prince William Parkway,Woodbridge,VA,22192,ALEXANDRIA CITY,571-723-9367,,38.6782,-77.355,BUPREN
"Dr.ValerieHawkinsBoulware,M.D.",6330 Five Mile Centre Park,Suite 400,Fredericksburg,VA,22407,SPOTSYLVANIA,540-548-2960,,38.2885,-77.5548,BUPREN
"Dr.VeronicaJeanneMatthews,M.D.",P.O. Box 5603,NA,Charlottesville,VA,22905,CHARLOTTESVILLE CITY,434-989-5414,,38.05,-78.5,BUPREN
"Dr.VietHuuNguyen,D.O.",6408-C Seven Corners Place,NA,Falls Church,VA,22044,FAIRFAX,703-532-1909,,38.8711,-77.1586,BUPREN
"Dr.Vincent Nardone,MD",1807 Hugenot Road,Suite 117,Midlothian,VA,23113,CHESTERFIELD,860-874-2502,,37.5172,-77.6138,BUPREN
"Dr.VladimirAnatolyevichBrown-Zheltkov, ",4815 N Assembly St,NA,Spokane,WA,99205,ROCKBRIDGE,509-994-2168,,37.8035,-79.4254,BUPREN
"Dr.Wallisa Vaughn,MD",611 McDowell Avenue NW.,NA,Roanoke,VA,24016,ROANOKE CITY,540-266-9200,,37.2826,-79.9493,BUPREN
"Dr.WendyScarboroughBowman,M.D.",5855 Bremo Road,Suite 601,Richmond,VA,23226,HENRICO,804-523-9200,,37.5835,-77.5124,BUPREN
"Dr.WilliamEdgarCarter,III,M.D.",VCU Department of PM&R,P.O. Box 980661,Richmond,VA,23298,RICHMOND CITY,804-828-4097,,37.5433,-77.4293,BUPREN
"Dr.WilliamJGarcia,MD",8233 Old Courthouse Road,Suite 150,Vienna,VA,22182,FAIRFAX,703-244-6995,,38.913,-77.2309,BUPREN
"Dr.WilliamL.Alford,Jr.,M.D.",4616 Westgrove Court,NA,Virginia Beach,VA,23455,VIRGINIA BEACH CITY,757-464-9520,,36.8727,-76.1369,BUPREN
"Dr.WilliamL.Doss,M.D.",500 Rodman,Suite 1,Portsmouth,VA,23707,PORTSMOUTH CITY,757-393-0099,,36.8336,-76.3479,BUPREN
"Dr.WilliamRonaldGaertner,M.D.",Family Counseling Center for Recovery,4906 Radford Avenue,Richmond,VA,23230,RICHMOND CITY,804-354-1996,,37.581,-77.4951,BUPREN
"Dr.WilliamRonaldGaertner,M.D.","621 Jefferson Davis Highway, Suite 201",NA,Fredericksburg,VA,22405,SPOTSYLVANIA,804-387-1974,,38.2395,-77.4992,BUPREN
"Dr.WilliamThomasTrost,M.D.",B and D Integrated Health Services,"249 East Hwy NC 54, Suite 320",Durham,NC,27713,DURHAM,919-907-3334,,36.5967,-79.415,BUPREN
"Dr.YaredAytagedGebreyesus,M.D.",2765Jefferson Davis Highway,Suite 109,Stafford,VA,22554,STAFFORD,540-657-9191,,38.4236,-77.4079,BUPREN
"Dr.YaredAytagedGebreyesus,M.D.",2765 Jefferson Davis Hwy,Suite109,STAFFORD,VA,22554,STAFFORD,540-657-9191,,38.4552,-77.4066,BUPREN
"Dr.ZafarAbdurRasheed,MD",6760 Old Mclean Village Drive,NA,Mc Lean,VA,22101,FAIRFAX,703-975-6898,,38.9375,-77.1765,BUPREN
"Dr.Z Chris, ",1800 North Beauregard Street,Suite 100,Alexandria,VA,22311,,703-933-8111,,38.8338,-77.1225,BUPREN
"Dr.Zeljko Stjepanovic,MD",5001 W. Village Green Drive,Suite 209,Midlothian,VA,23112,CHESTERFIELD,540-656-2712,,37.4198,-77.6397,BUPREN
"DudleyKentNorman, ",McGuire VA Medical Center,NA,Richmond,VA,23249,RICHMOND CITY,804-972-3478,,37.48,-77.6575,BUPREN
EasternShoreRuralHealth,20280 Market St,NA,Onancock,VA,23417,,757-414-0400,,37.70407973,-75.72618194,HC
EastvilleCommunityHealth,17068 Lankford Hwy,NA,Cape Charles,VA,23310,,757-414-0400,http://esrh.org,37.34294425,-75.94217866,HC
"EdithC.Bautista-Quint, ",2823 Duke Street,NA,Alexandria,VA,22314,ALEXANDRIA CITY,703-823-0063,,38.8075,-77.0799,BUPREN
"EdithKathleenJones, ",Pembroke 6,297 Independence Blvd. Suite 126,Virginia Beach,VA,23462,,757-385-0511,,36.8448,-76.1416,BUPREN
"EdwardHenrySpringel, ",VCU Hospital Dept of OB/GYN,"1101 E. Marshall Street, PO Box 980034",Richmond,VA,23298,RICHMOND CITY,804-828-8468,,37.5433,-77.4293,BUPREN
"Edward Senu-Oke, ",400 Bracey Way,NA,Chesapeake,VA,23323,CHESAPEAKE CITY,757-560-0657,,36.7319,-76.3077,BUPREN
"EdytheAnneBoitnott,NP",Groups Recovery Together,294 Commonwealth Blvd West,Martinsville,VA,24112,HENRY,276-212-6090,,36.6428,-79.8637,BUPREN
"ElizabethVHagan, ",287 Commonwealth Boulevard,NA,Martinsville,VA,24112,MARTINSVILLE CITY,757-270-4784,,36.6965,-79.8822,BUPREN
"EllenTFleenor, ",321C Poplar Drive,NA,Petersburg,VA,23805,PETERSBURG CITY,804-733-5591,,37.1898,-77.3623,BUPREN
"ElohorTessyMuagba,NP",209 Research Drive,Suite 102,Chesapeake,VA,23320,,757-231-9881,,36.7732,-76.259,BUPREN
"ElspethMarieGunnoe, ",324 Campbell Avenue,NA,Roanoke,VA,24016,,207-400-6705,,37.2711,-79.9466,BUPREN
"EmilyAnnaWilson, ",501 N. 2nd Street,STE 300,Richmond,VA,23219,RICHMOND CITY,703-244-4851,,37.5465,-77.438,BUPREN
"EmilyTLee,NP",2251 Valley Avenue,NA,Winchester,VA,22601,WINCHESTER CITY,703-229-5453,,39.1611,-78.1859,BUPREN
"EmmaAlexandraRouse,PA",1625 N George Mason Drive,#445,Arlington,VA,22205,ARLINGTON,703-248-0111,,38.8886,-77.1264,BUPREN
"EmmaCallahanHarrison, ",121 Broad Street,NA,Marion,VA,24354,SMYTH,276-781-5900,,36.8343,-81.5177,BUPREN
"EmmaleonaEgoAgogbua,NP",9274 Corporate Circle,NA,Manasas,VA,20110,,703-863-6924,,38.7541,-77.494,BUPREN
"EmmleyLaicanaCole, ",135 Fox and Hound Way,NA,Newport,TN,37821,AUGUSTA,423-532-8105,,38.1975,-79.0134,BUPREN
EMPORIAMEDICALCENTER,510 N Main St,NA,Emporia,VA,23847,,434-634-7723,,36.69670778,-77.53758573,HC
EmpoweringFamiliesProgram,901 Preston Avenue,Suite 201,Charlottesville,VA,22903,Charlottesville City,434-971-8454,http://www.empoweringfamiliesprogram.com,38.0374836,-78.488558,MH
EmpoweringFamiliesProgram,206 South East Street,NA,Culpeper,VA,22701,Culpeper,540-829-6685,http://www.empoweringfamiliesprogram.com/,38.4720935,-77.9950317,MH
"Eusebio Flores,PA",NOVA Walkin Clinic,8708 Sudley Road,Manassas,VA,20110,MANASSAS CITY,703-361-4357,,38.7669,-77.4851,BUPREN
ExpressCare,25228 Lankford Hwy,NA,Onley,VA,23418,,757-710-0400,http://www.esrh.org,37.69750509,-75.71770298,HC
FairfaxCountyHealth,1850 Cameron Glen Dr Ste 117,NA,Reston,VA,20190,,703-481-4242,http://www.hwnova.org,38.96551898,-77.35875498,HC
"FaisalAwadallaAwadelkarim, ",5112 Townsend Park Row,NA,Glen Allen,VA,23060,HENRICO,805-502-8035,,37.6662,-77.5447,BUPREN
FamilyCounselingCenterForRecovery,4906 Radford Avenue,NA,Richmond,VA,23230,Henrico,804-354-1996,http://pinnacletreatment.com,37.5809595,-77.4950893,SU
FamilyInsight,1933 Thomson Drive,NA,Lynchburg,VA,24501,Lynchburg City,540-266-7550,http://familyinsight.net,37.4180572,-79.1756414,MH
FamilyInsight,2820 Waterford Lake Drive,Suite 102,Midlothian,VA,23112,Chesterfield,804-658-4509,http://familyinsight.net,37.4538678,-77.6499435,MH
FamilyInsight,6800 Paragon Place,Suite 237,Richmond,VA,23230,Henrico,804-562-9997,http://familyinsight.net,37.5928428,-77.5322686,MH
FamilyInsight,1045 Main Street,Suite 2,Danville,VA,24541,Danville City,434-835-4765,http://familyinsight.net,36.5798282,-79.4020845,MH
FamilyInsight,3433 Brambleton Avenue,Suite 201-A,Roanoke,VA,24018,Roanoke,540-266-7550,http://familyinsight.net,37.2384864,-79.9996439,MH
FamilyInsight,7730 Donegan Drive,NA,Manassas,VA,20109,Prince William,571-208-0592,http://familyinsight.net/,38.789662,-77.5175241,MH
FamilyInsight,130 Carriebrooke Drive,NA,Stephens City,VA,22655,Frederick,540-486-4653,http://familyinsight.net,39.068,-78.1954,MH
FamilyInsight,10640 Page Avenue,Suite 400,Fairfax,VA,22030,Fairfax,703-310-7665,http://familyinsight.net,38.8456808,-77.3122498,MH
FamilyInsight,11835 Fishing Point Drive,Suite 202,Newport News,VA,23606,Newport News City,757-243-1033,http://www.familyinsight.net,37.0862326,-76.4812217,MH
FamilyInsight,6330 North Center Drive,"Building 13, Suite 200",Norfolk,VA,23502,Norfolk City,757-233-0003,http://www.familyinsight.net,36.848549,-76.1885624,MH
FamilyInsightPC,7960 Donegan Drive,Suite 200,Manassas,VA,20109,Prince William,571-208-0592,http://familyinsight.net,38.7892798,-77.5184323,MH
FamilyPreservationServices,100 Copley Place,Apartment B,Lynchburg,VA,24502,Lynchburg City,434-528-9711,http://fpscorp.com/,37.3816194,-79.24604,MH
FamilyPreservationServices,5369 Peters Creek Road,NA,Roanoke,VA,24019,Roanoke,540-344-9501,http://fpscorp.com/,37.3347182,-79.9750786,MH
FamilyPreservationServices,3363 Shawnee Drive,Suite 1,Winchester,VA,22602,Frederick,540-535-0043,http://fpscorp.com,39.1394973,-78.190152,MH
FamilyPreservationServices,220 Clay Drive,NA,Pounding Mill,VA,24637,Tazewell,276-963-3606,http://www.fpscorp.com,37.0633649,-81.7398578,MH
FamilyPreservationServices,661 East Main Street,NA,Abingdon,VA,24210,Washington,276-623-9245,http://www.fpscorp.com,36.7178793,-81.9548667,MH
FamilyPreservationServices,340 Anderson Hollow Road,Suite 200,Norton,VA,24273,Norton City,276-679-1045,http://www.fpscorp.com,36.9452291,-82.6226895,MH
FamilyPreservationServices,109 North Main Street,NA,Pennington Gap,VA,24277,Lee,276-546-3330,http://www.fpscorp.com/,36.764559,-83.0315332,MH
FamilyServiceOfRoanokeValley,360 Campbell Avenue SW,NA,Roanoke,VA,24016,Roanoke,540-795-4670,http://fsrv.org,37.2710848,-79.948343,MH
"FaridehJordanAbbasi,NP",12430 Wendell Holmes Road,NA,Herndon,VA,20171,FAIRFAX,703-727-9409,,38.924,-77.3747,BUPREN
FMTC -FairfaxMethadoneTreatmentCenter,"7008 Little River Turnpike, Suite G",NA,Annandale,VA,22003,,703 333-3113,,38.829031,-77.18656,OTP
"FranE.Hobson,NP",24 Clay Street,NA,Martinsville,VA,24112,MARTINSVILLE CITY,276-632-7128,,36.6913,-79.8674,BUPREN
"FrankLabibNuar, ",132 Peyton Street,NA,Front Royal,VA,22630,WARREN,540-660-1701,,38.9188,-78.1916,BUPREN
FranklinCommunityHealth,1357 Armory Dr,NA,Franklin,VA,23851,,999-999-9999,,36.66926488,-76.9487945,HC
FRANKTOWNCOMMUNITYHEALTH,9159 Franktown Rd,NA,Franktown,VA,23354,,757-442-4819,http://www.esrh.org,37.4760397,-75.87729701,HC
FrontierHealthInc,1006 U.S. Highway 23 North,NA,Weber City,VA,24290,Scott,276-225-0976,http://www.frontierhealth.org,36.6075177,-82.5685225,MH
FrontierHealthInc,43 Champions Avenue,NA,Big Stone Gap,VA,24219,Wise,276-523-8300 x8318,http://www.frontierhealth.org,36.885801,-82.7317728,MH
FrontierHealthInc,34084 Wilderness Road,NA,Jonesville,VA,24263,Lee,276-346-3590,http://www.frontierhealth.org,36.6877545,-83.1047449,MH
"GalaxTreatmentCenter,Inc.","PO Box 27, 112 Painter Street",NA,Galax,VA,24333,,276-236-2994,,36.6584389,-80.9289774,OTP
"GalaxTreatmentCenter,LLC","2100 Roanoke St, Ste 1",NA,Christiansburg,VA,24073,,540 322-3040,,37.1358036,-80.3694225,OTP
"GalaxTreatmentCenter,LLC",290 Front Royal Pike,NA,Winchester,VA,22602,,540 546-3436,,39.1572784,-78.1603187,OTP
"GalaxTreatmentCenter,LLC",140 Larkspur Lane,NA,Galax,VA,24333,,276 236-6341,,36.677039,-80.909176,OTP
"GalaxTreatmentCenter,LLC",111 Town Hollow Rd.,NA,Cedar Bluff,VA,24609,,276 963-3554,,37.047814,-81.781239,OTP
